STUSPS,avg_exp_year_perc_Hisp,avg_exp_year_perc_Black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,percent_adq_couns_Hisp,percent_adq_couns_Black,percent_adq_couns_white,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,perc_ap_stem_Hisp,perc_ap_stem_Black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
AK,0.9572613086924902,0.9469374762779578,0.9620733589851186,0.9598664544813605,0.9242781824754066,0.9571132068515321,0.953629675747299,0.11997319034852547,0.0884450784593438,0.15255138873057486,0.18776077885952713,0.3345860843067547,0.12943116240725475,0.15358215358215357,0.6099195710455764,0.6027104136947218,0.5116455792393328,0.7162726008344924,0.1521076688674454,0.6232481450948063,0.5345345345345346
AL,0.9415014403661819,0.9439582248540265,0.9575962532540486,0.956054838845541,0.9508506043442859,0.945344563878494,0.9515773757562491,0.03074480615920381,0.05421975245440058,0.03138404169332004,0.01745589600742804,0.042282073559223865,0.033532934131736525,0.035686250830263874,0.17093156250533467,0.18101462319067946,0.21269642919127454,0.24531104921077065,0.1773819866782508,0.17964071856287425,0.17293641688303846
AR,0.9455505010642942,0.914524479350399,0.9416517097076044,0.9394020125389527,0.9390929808086953,0.9597281309108391,0.9381696307662293,0.07734936364063308,0.21112939416604337,0.11585087449566246,0.11041009463722397,0.10967741935483871,0.007154213036565978,0.0886685552407932,0.6545813178039731,0.6731787584143605,0.6572927440620953,0.7623554153522608,0.7299539170506912,0.5937996820349761,0.660056657223796
AZ,0.9124139013266684,0.9091394598884335,0.9329359560450576,0.8998024643228222,0.9295284634428684,0.9257924337248998,0.9257835203531054,0.06327656775325245,0.050759701925868574,0.06855553399314315,0.026475980931426477,0.37994375635732663,0.06791907514450866,0.06802520181138019,0.667665545972811,0.6950546791831994,0.6910796299890032,0.8056472313898057,0.43235804463591215,0.6076589595375722,0.640381964953731
CA,0.94336448041136,0.9371562959831635,0.9533507443469282,0.94651018711673085,0.9446306373410508,0.9414349852335641,0.9487060245063414,0.12822487941884028,0.1293114239695561,0.0808200528856372,0.08256437509058409,0.18436578171091444,0.10557729941291585,0.12311530403400628,0.7487180702638793,0.7013611289609186,0.7455419628958045,0.8795030355733772,0.5528515240904621,0.762133072407045,0.6901408450704225
CO,0.959544805795204,0.9644301399105271,0.9577466346621006,0.9648287367882775,0.9435323570163956,0.9549888696095677,0.960311967335632,0.23356175798751017,0.15789473684210525,0.2048879505388727,0.11386463906880691,0.30491518051326666,0.2230971128608924,0.17095698281022834,0.5789829710890856,0.657541978270072,0.7143422146999122,0.8074720735942927,0.6146150500217485,0.6640419947506562,0.7155563157444625
CT,0.9526163108217551,0.9444210901686396,0.9671798760900517,0.966191598643224,0.961343371400467,0.9518790788947814,0.9639192931330707,0.7648129844457161,0.649260192035259,0.9183463724647104,0.8901058331282303,0.8348017621145375,0.7777777777777778,0.8829157175398633,0.7046766893825105,0.6646859751298599,0.8707552908110829,0.8929362539995077,0.8083700440528634,0.8169934640522876,0.7478359908883827
DC,0.9354784817912443,0.9120571239895302,0.9420096373795485,0.9484052134604825,0.9274138546669277,0.9293410095901397,0.934561731092426,0.7084158415841584,0.6507880164702542,0.37483085250338294,0.4542857142857143,0.8064516129032258,0.4074074074074074,0.42214532871972316,0.7383663366336634,0.4527190117847508,0.9025710419485792,0.8857142857142857,0.6451612903225806,0.8148148148148148,0.8096885813148789
DE,0.9337081805132259,0.9320866440150601,0.9442321556717557,0.9520956586029939,0.9274770570695458,0.9314119678399363,0.9400952391971866,0.21588971006253554,0.19913049675718053,0.19572055110087272,0.2400536432722396,0.17733990147783252,0.18333333333333332,0.18784972022382093,0.6790790221716885,0.6765733019742,0.7542639436494928,0.7943674564148413,0.7142857142857143,0.6333333333333333,0.7873701039168665
FL,0.8673124950792827,0.8503129281014404,0.8958696068337468,0.8871157532472155,0.8805190035181896,0.8686796357581791,0.8862383020623277,0.057813597367007724,0.08286417240991377,0.04699612138800849,0.03710817455439459,0.05836341756919374,0.057676685621445976,0.05591098748261474,0.7816179407025903,0.6562758323835983,0.7659358583406524,0.8718116164720344,0.6820096269554753,0.7822908204711616,0.7555632823365785
GA,0.9402628570979856,0.9239127667747823,0.9576001627759168,0.9445891966482397,0.9429481397956238,0.9358857659438942,0.9463237259819098,0.02750509231881201,0.076227958752988,0.012708410850652918,0.00939652419833052,0.035204567078972404,0.04569420035149385,0.03155452436194896,0.8391747158157566,0.7485572547333047,0.7612245078757597,0.9434840122246043,0.8068506184586108,0.7838312829525483,0.8229698375870069
HI,0.9184600549109793,0.9016507505834079,0.9133859184886344,0.9301320815281341,0.9158104706241624,0.9193761967455968,0.9246207223550681,0.6752268777756324,0.5367286973555337,0.5746019517205958,0.6330326944757609,0.5707964601769911,0.6967676253499618,0.7222012102874432,0.741069704576173,0.8677766895200784,0.6752696456086287,0.8905401250384339,0.7212389380530974,0.7021124968185289,0.7732602118003026
IA,0.9501196272017876,0.9525372550627628,0.9579053968152328,0.9529933811911311,0.9479403385331925,0.9554353116236266,0.9542273123937594,0.13402970047822804,0.11396763456903478,0.1795490057663174,0.06693609497347815,0.23792486583184258,0.10052910052910052,0.1300877893056664,0.5313994462622703,0.7113508550441868,0.38029934087898665,0.6814852235412983,0.46869409660107336,0.5740740740740741,0.5628491620111732
ID,0.9186776920771982,0.9329874694348629,0.9348585251587034,0.9379771146140577,0.9371594994554885,0.9341692372204001,0.9381335475505392,0.16231124979105144,0.09144542772861357,0.12032660585149123,0.07633136094674556,0.2943089430894309,0.11568123393316196,0.10548362528560548,0.4512731932913579,0.5110619469026548,0.42865245545209624,0.5295857988165681,0.31138211382113823,0.493573264781491,0.4939070830159939
IL,0.935739400177039,0.9254382522280548,0.9506827807821595,0.9498301416895596,0.9421891233005699,0.9428078277150764,0.9441135097599467,0.21639090482081544,0.3166166103533141,0.286400014884044,0.3537699433865157,0.2418967587034814,0.2814814814814815,0.2567392766595954,0.7906150558690633,0.6728298502481959,0.6886909173222364,0.9059765826042203,0.7509003601440576,0.7837037037037037,0.7698039012780049
IN,0.9343940950219556,0.909828197083469,0.9467607345168179,0.9410721268470666,0.94472804725809445,0.9329818641019978,0.9345806231626169,0.12878633350331464,0.2462286887440864,0.09515481697587079,0.08616054282422225,0.12609238451935081,0.12931034482758622,0.1308566491659467,0.6990056093829679,0.5880344550566813,0.742787027933141,0.830367430546665,0.7066167290886392,0.6508620689655172,0.7211404266631222
KS,0.9253797301848453,0.9102825143087367,0.9475431550978995,0.9331205346033311,0.9379106975579301,0.9096121908836179,0.934796067384817,0.11132484611080022,0.05481072555205047,0.2268154398289554,0.055846820150444496,0.2532894736842105,0.1015625,0.14075513603553583,0.49398433128147734,0.6311119873817035,0.4445155009163103,0.6997948484157739,0.39407894736842103,0.62109375,0.6089672404219878
KY,0.9275340112839481,0.9058243196103962,0.9422731258862439,0.9409685565541558,0.9344009146523519,0.939378893164488,0.9332123606496335,0.05069856939680415,0.12867566740944641,0.04987440387345735,0.06339581036383682,0.04119850187265917,0.06639004149377593,0.07997230396399516,0.7259265456370786,0.6795560798706689,0.6863615954955283,0.8224917309812569,0.7340823970037453,0.7427385892116183,0.723039639951532
LA,0.9138537367287461,0.9043425234887527,0.9455475057946395,0.9313446968174406,0.9438511223184665,0.9448072989661294,0.9320240342076068,0.1072767618027393,0.17534439687788292,0.055767457988345835,0.07051991150442478,0.022885572139303482,0.14393939393939395,0.06936847339632024,0.3402708699977045,0.25950265877499407,0.35377745452085146,0.521570796460177,0.10199004975124377,0.5757575757575758,0.28319244157135753
MA,0.9327445474767538,0.9347925977771224,0.9475701921631767,0.952964721383235,0.9493894367221445,0.9507346804344666,0.9486811862480191,0.7043741544804484,0.6245796813847087,0.8039662192731112,0.7552915143351934,0.7834224598930482,0.8065573770491803,0.7562981469914637,0.7597275011273594,0.7423791411719309,0.8866133815915146,0.9066769289974985,0.8114973262032086,0.8688524590163934,0.8496772850301895
MD,0.9092167198243104,0.9081886209667083,0.9436857332691361,0.9419868515227329,0.9245996364257483,0.9149700773471268,0.933728909761121,0.35893139499209403,0.20464556608435935,0.15496147740911378,0.24355677467283846,0.1622464898595944,0.1831831831831832,0.22173540337174968,0.7348783423406414,0.6537635101742625,0.8371694606837276,0.8958226184353392,0.7597503900156006,0.6456456456456456,0.8264596628250309
ME,0.9482746910276757,0.9352159210625723,0.9470472913375652,0.958246429448436,0.9518969738389486,0.9578946704740614,0.9442866608330657,0.7021475256769374,0.6003218884120172,0.7452694385913671,0.8053613053613053,0.5558252427184466,0.746268656716418,0.697979797979798,0.8253968253968254,0.8798283261802575,0.7591012454884943,0.8717948717948718,0.6407766990291263,0.6865671641791045,0.8242424242424242
MI,0.9506629046349694,0.9391000567979535,0.9603293847532536,0.9673070490819344,0.9539632964513453,0.9610558429168453,0.9572869558776163,0.06756756756756757,0.14911733932904433,0.06860285345929781,0.07524201495565475,0.1900900900900901,0.14814814814814814,0.0898435175819599,0.5326555448506668,0.3755927071970793,0.6189449583001214,0.7732885050142021,0.32094594594594594,0.6101364522417154,0.5612542393050515
MN,0.9405725807678695,0.9339302766232898,0.9496590873334612,0.9482019949685669,0.9409361429204394,0.9468626291524846,0.947718394821229,0.1370006599635079,0.1789423984891407,0.09494048729525018,0.09058134294727355,0.2546816479400749,0.1187214611872146,0.14660703869336963,0.4955549516673784,0.5117721120553982,0.4831116376254617,0.5779380101146663,0.2326039818647743,0.502283105022831,0.4673342407155357
MO,0.9323221069816705,0.9175770150089685,0.9543194796884362,0.9560874783304627,0.9482642862232066,0.9458454984571476,0.9532679511455182,0.19982720315971364,0.3213083442759938,0.25737917146144995,0.19098331558395457,0.18858131487889274,0.17335473515248795,0.21726380211653704,0.5671439150826957,0.6410170705503163,0.4954209819716149,0.7667731629392971,0.4186851211072664,0.5682182985553772,0.6668366696417187
MS,0.9320373116463886,0.9179384556031249,0.9533557050891044,0.9491269324171996,0.96064891853094,0.9476521541358219,0.9431275840011591,0.07590759075907591,0.15465619623730506,0.04839838283315192,0.06900800985828712,0.009029345372460496,0.056338028169014086,0.04446914952751529,0.49876237623762376,0.41657417170764194,0.37836261856631936,0.6444855206407887,0.1670428893905192,0.6338028169014085,0.4396887159533074
MT,0.9399394266731951,0.9451070450690807,0.944826685332483,0.9501425874658312,0.9312969468148037,0.9357920104693022,0.933854672846821,0.21409066084107045,0.12048192771084337,0.22960252589335772,0.1507177033492823,0.5316949931097841,0.1935483870967742,0.32107623318385653,0.6018569087930092,0.6650602409638554,0.5615096343946413,0.6076555023923444,0.4630225080385852,0.5268817204301075,0.57847533632287
NC,0.9753428650004232,0.9668771002872674,0.9798848813001813,0.9791567587145941,0.9811784407899219,0.9736248288654713,0.9745764223858295,0.2688552444714952,0.28679547411514117,0.21832121474536034,0.23246006389776358,0.2683166693984593,0.19968051118210864,0.23333982852689011,0.7018665043619395,0.6428841186156472,0.753251116054765,0.8284984025559106,0.6641534174725455,0.7060702875399361,0.7223304754481683
ND,0.943201170345315,0.9422506389112241,0.9494328448156625,0.9394161346116018,0.9501701021683869,0.9362744857790378,0.945163945153335,0.37998647734956054,0.32180851063829785,0.4596026980950263,0.25811965811965815,0.519140362659503,0.3333333333333333,0.45219123505976094,0.4557133198106829,0.7746010638297872,0.4639759839893262,0.811965811965812,0.22867696440564136,0.5555555555555556,0.4342629482071713
NE,0.9368907917763634,0.9281131285213465,0.9502464304695047,0.9397342541651222,0.9484348919639993,0.9531095422990749,0.9388955450948029,0.17507236695613448,0.17221783741120758,0.24448294470163878,0.15457413249211358,0.3423104181431609,0.15966386554621848,0.1325806451612903,0.5450901803607214,0.8713496448303079,0.4505524155755631,0.8517350157728707,0.2856130403968816,0.6050420168067226,0.7025806451612904
NH,0.9424479014778608,0.9552602663485177,0.9605796972230239,0.9576456672315165,0.9643191040527844,0.9687191813091113,0.9561434275927555,0.9491968621591333,0.967453213995118,0.9384388987675517,0.9521158129175946,0.9251700680272109,0.9622641509433962,0.9357306809487376,0.8606649234217407,0.8559804719283971,0.7655691131685981,0.8195991091314031,0.7346938775510204,0.8301886792452831,0.7398622800306044
NJ,0.9399034354185892,0.9386986616553952,0.9573951778490803,0.9533806789592338,0.9492264212637099,0.9545619410172226,0.9523916259562261,0.5210084033613446,0.6415269764007766,0.8017202331958251,0.7566454511418944,0.7173076923076923,0.7745535714285714,0.7434977578475336,0.7673293707726994,0.7009352183543438,0.9299243623399458,0.9173062523399476,0.8288461538461539,0.8627232142857143,0.8561434977578475
NM,0.9260895753355084,0.9112886214609877,0.9278938520636328,0.9369768219368289,0.921316254718885,0.8784265906536854,0.924453044842822,0.1556573957016435,0.11853245531514581,0.16252759381898454,0.10995850622406639,0.3115284974093264,0.09929078014184398,0.0985663082437276,0.6620259165613148,0.7097836312323612,0.6358404288867865,0.7247579529737206,0.5789230199851961,0.6666666666666666,0.7729988052568698
NV,0.9500762094872793,0.9528308844512273,0.9635358146671615,0.9675392096098948,0.9444031086143305,0.9633395107723557,0.9640273903026555,0.02785891167693187,0.03308534446258997,0.04603494623655914,0.019351669941060905,0.10624551328068917,0.016201620162016202,0.028479188285483684,0.9077560480030478,0.914534567229178,0.8354428016726404,0.9420432220039293,0.7121320890165111,0.9252925292529253,0.9031476997578692
NY,0.9337427741102181,0.9200889109570038,0.9630818250101992,0.9505329822854677,0.9324384603336323,0.9400654021109874,0.9531520043416852,0.2628408128645812,0.29411052285546213,0.3596948074277854,0.24189648189215093,0.330218401238853,0.2902226810204985,0.24985943649653278,0.17387086357506856,0.1775558842866535,0.24895202888583218,0.2539149125585984,0.17434719923105677,0.21442265152632356,0.16608358843006185
OH,0.9486512859954104,0.9404013486382444,0.9639245678125454,0.9702448844856271,0.9551314498533466,0.9590748080129975,0.95561922433912,0.13751822837182487,0.15029391203316234,0.13809323155016806,0.10147849462365591,0.16090425531914893,0.1,0.13168915774778966,0.42611998507817006,0.3277143785508217,0.4649303752192617,0.6153673835125448,0.42154255319148937,0.47555555555555556,0.4688614859624632
OK,0.91550818200775,0.9001851370888216,0.93758746648638,0.9275827911717189,0.944755691846582,0.9184948196290945,0.9308011957842572,0.16735064585575887,0.21199926833729651,0.1827542093100033,0.09079903147699758,0.23041211342046997,0.1344,0.166530389751976,0.6209970398277718,0.6707517834278398,0.5551543413667878,0.8159806295399515,0.40772087708020854,0.736,0.6078631779776505
OR,0.9398283995977041,0.9480916086604262,0.9485612245234265,0.9570574839728659,0.9364469105489726,0.9393240413537229,0.9485995777678328,0.11001585946077834,0.11510281257385961,0.11531690848438568,0.05824133993148078,0.1438953488372093,0.09921259842519685,0.11954373989581463,0.47868732463096253,0.6208934058142284,0.4667014991358868,0.5933257200862835,0.3949854651162791,0.4653543307086614,0.4838333033950063
PA,0.9391905328714719,0.917117688149771,0.9672003986293443,0.9570995659298891,0.9532014046430974,0.9625256221992364,0.9509114850076222,0.2892885882037374,0.24910299210633052,0.21941008694374148,0.23771264603402337,0.2437137330754352,0.21062618595825428,0.2080899126467479,0.6654397520340953,0.522843801025449,0.7733239331823798,0.8038942406230785,0.7224371373307543,0.8462998102466793,0.6907583597618651
RI,0.950659012078789,0.9465963234058229,0.9683989589894779,0.9647501927866462,0.9611933328828406,0.9569430487194851,0.9611540524319645,0.228277460568715,0.2510425354462052,0.31020423292190225,0.22591145833333334,0.26103646833013433,0.3512396694214876,0.23698724577731817,0.20806716038215842,0.1920767306088407,0.28672918442739415,0.2528211805555556,0.2092130518234165,0.1859504132231405,0.18562564632885212
SC,0.9376910575175745,0.9369075615921564,0.9503735612370064,0.9489629085739286,0.9506505837159649,0.9463627957664016,0.9439850202169789,0.14739324076499868,0.22724380996004784,0.15116342518610906,0.14246300476548784,0.1424802110817942,0.13291139240506328,0.15479957805907174,0.711605973277443,0.5807822480087539,0.7219784074521574,0.8023576624028091,0.5870712401055409,0.7183544303797469,0.7519778481012658
SD,0.9517463790983454,0.9571386525607187,0.956006674881382,0.961686182893249,0.9171009883576124,0.9482588413938876,0.9471349414992096,0.263103802672148,0.34388009991673607,0.25318400655580975,0.2583222370173103,0.5082339579784213,0.2857142857142857,0.2722567287784679,0.5770811921891058,0.7593671940049959,0.4723256052173319,0.5872170439414115,0.30096536059057355,0.40476190476190477,0.5062111801242236
TN,0.9294612132700781,0.9119442431136412,0.9502339033492931,0.9470822979036799,0.936905235095037,0.9386289817413442,0.9418997364718941,0.11084486076317032,0.1785828693463504,0.08486884785576652,0.06084699010222294,0.07235621521335807,0.07309941520467836,0.09033942558746737,0.5329484805576734,0.3979406605140722,0.5004115146644461,0.7186435177673212,0.4897959183673469,0.6374269005847953,0.64177545691906
TX,0.9148959252519956,0.9026069908486882,0.9351880542456501,0.9309559498244989,0.9233990587389703,0.9206704812195493,0.9255955966735245,0.16804896071148104,0.1502044980543342,0.1228256872880647,0.08505491891034538,0.12051282051282051,0.12922843025465602,0.11261313195365193,0.7500759350504043,0.7593062414792477,0.7036728643049884,0.8432531028193029,0.7126696832579186,0.7932345115925503,0.7351415230299188
UT,0.9183498032879103,0.9243537460063683,0.9184129785928936,0.9198053199964441,0.9271989861116714,0.9245095928143929,0.9190883336161976,0.059477312642533225,0.06565815736947159,0.03505428110244778,0.05479693419082019,0.10137795275590551,0.03369182449795374,0.03564601371865512,0.21832813442029936,0.2240781594705326,0.19332082808367784,0.2641176988811558,0.13976377952755906,0.2299419434662606,0.1897559878556168
VA,0.9381631302570222,0.9302356342015744,0.952516205367484,0.9489104918686043,0.944520479877046,0.9485744316320215,0.9464181802101367,0.3505019567806704,0.2172884829784119,0.2454388276378882,0.4246501807250474,0.28028933092224234,0.21476510067114093,0.2462828218918064,0.8170324995746129,0.8148627799862611,0.818277995190259,0.8876641734960455,0.8264014466546112,0.9110738255033557,0.8752504481704102
VT,0.9591494266825562,0.977499149657526,0.9516897365313799,0.9803339295743997,0.9164382224738756,0.9640477819550173,0.9467425173758802,0.9761336515513126,0.96875,0.9417166897542455,0.9844444444444445,0.9855072463768116,0.9230769230769231,0.9494640122511485,0.8281622911694511,0.7299107142857143,0.7365450720845519,0.7711111111111111,0.9420289855072463,0.8461538461538461,0.777947932618683
WA,0.9574864948786087,0.952143314753233,0.9669543178736689,0.9596250550019586,0.9628099133880444,0.9552562424511292,0.9638652145517647,0.09220129669651127,0.06617023852766679,0.08413996878671506,0.03299894403379092,0.18340525696351512,0.08231479171863308,0.0793479821915841,0.5259895029330041,0.5971667272066836,0.5694276395391656,0.6669416578669483,0.3989799921537858,0.6171114991269643,0.5865287950596008
WI,0.941840915627658,0.9284976723290989,0.9531669146542043,0.9506834369116457,0.9526278490162057,0.9426647814570138,0.9484824792538373,0.16440032635300517,0.14169050127954239,0.14952035389432874,0.09966425163456441,0.29813084112149535,0.12682926829268293,0.15557519888874857,0.7167867827032908,0.5146018365196448,0.726552015507729,0.8141014313482947,0.5725856697819315,0.7414634146341463,0.7196615734309888
WV,0.9540762397790354,0.9455952513025361,0.9571451448412811,0.9591736140768373,0.9505562098335804,0.9594571564265159,0.951719237870853,0.07335329341317365,0.16150845253576074,0.13197519929140833,0.057692307692307696,0.13636363636363635,0.15151515151515152,0.10899873257287707,0.9214071856287425,0.7856957087126137,0.7947768204632687,0.9262820512820513,0.7954545454545454,0.8484848484848485,0.8745247148288974
WY,0.9487677202883581,0.9401007085579576,0.9583542841750331,0.9545032281649592,0.9160137014460202,0.9511855832624994,0.9499326448718585,0.2617554858934169,0.2268370607028754,0.4036281179138322,0.2440944881889764,0.8659491193737769,0.4528301886792453,0.36038961038961037,0.627742946708464,0.6038338658146964,0.49918367346938775,0.6968503937007874,0.19667318982387474,0.5471698113207547,0.6461038961038961
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALL,0.9060848394849883,0.9195900402426531,0.9503899586556654,0.9461322322950024,0.9378199183724826,0.9340289818756989,0.9435596484101441,0.1780401133415061,0.20475828019893572,0.2005782212237319,0.201926840711026,0.26810826380816194,0.2835781005706039,0.17204179341530565,0.6029712648287365,0.5100680474108192,0.5698896605656002,0.6866395916955346,0.394992130196385,0.5899001777290768,0.5979926953405723
